Serie,Titre,Tome,ISBN,Genre,Scenariste,Dessinateur,Editeur,Date parution
Le maître de jeu,Ennemi,5,2756009202,Aventures Fantastiques,"Corbeyran, Éric",Horne,Delcourt,2007-03-07
Le Mal,L'Oeil du mur,1,2723452557,Aventures Fantastiques,Py_,"Houot, André",Glénat,2006-06-14
Le Mal,Nyctalope,2,2723458628,Aventures Fantastiques,Py_,"Houot, André",Glénat,2007-06-13
Le Mal,Super manne,3,,Aventures Fantastiques,Py_,"Houot, André",Glénat,2009-01-20
Le Messager,La sainte lance,1,2912715555,Polar-Thriller,"Richez, Hervé",Mig,Bamboo Éditions,2003-05-01
Le Messager,Just before present,2,2915309558,Polar-Thriller,"Richez, Hervé",Mig,Bamboo Éditions,2004-11-24
Le Messager,L'archange,3,2915309914,Polar-Thriller,"Richez, Hervé",Mig,Bamboo Éditions,2005-09-28
Le Messager,"Demain, les écritures...",4,2350783162,Polar-Thriller,"Richez, Hervé",Mig,Bamboo Éditions,2008-05-02
Le Messager,Le secret de la lance,5,,Polar-Thriller,"Richez, Hervé",Mig,Bamboo Éditions,2009-11-04
Le miroir des Alices,L'ennemie qui est en moi,1,2845654871,Science-Fiction,Kara,Kara,Soleil Productions,2003-07-01
Le miroir des Alices,Jusqu'au bout de mon rêve,2,284946385X,Science-Fiction,Kara,Kara,Soleil Productions,2006-03-21
Le monde alpha,Initiation,1,2849460699,Science-Fiction,"Gajic, Vukasin","Gajic, Vukasin",Soleil Productions,2006-02-22
Le moustiquaire de Berlin,Le moustiquaire de Berlin,,2723456633,Aventures Humoristiques,"Lacoeuille, Philippe","Drouin, Paul",Glénat,2007-01-16
Le petit Spirou,Dis bonjour à la dame,1,2800117273,Humour,Tome,Janry,Dupuis,1990-03-01
Le petit Spirou,Tu veux mon doigt ?,2,2800118377,Humour,Tome,Janry,Dupuis,1991-07-01
Le petit Spirou,Mais ! qu'est-ce que tu fabriques ?,3,2800119268,Humour,Tome,Janry,Dupuis,1992-06-01
Le petit Spirou,C'est pour ton bien,4,280012007X,Humour,Tome,Janry,Dupuis,1994-01-01
Le petit Spirou,Merci qui ?,5,2800121203,Humour,Tome,Janry,Dupuis,1994-07-01
Le petit Spirou,N'oublie pas ta capuche !,6,2800122110,Humour,Tome,Janry,Dupuis,1996-07-01
Le petit Spirou,Demande à ton père,7,280012461X,Humour,Tome,Janry,Dupuis,1997-11-01
Le petit Spirou,C'est pas de ton âge !,9,2800129611,Humour,Tome,Janry,Dupuis,2000-06-01
Le petit Spirou,Tu ne s'ras jamais grand !,11,2800132922,Humour,Tome,Janry,Dupuis,2003-06-01
Le petit Spirou,C'est du joli !,12,2800133627,Humour,Tome,Janry,Dupuis,2005-11-22
Le petit Spirou,Fais de beaux rêves !,13,2800138599,Humour,Tome,Janry,Dupuis,2007-09-19
Le petit Spirou,La vérité sur tout !,18,,Humour,Tome,Janry,Dupuis,2019-11-15
Le quatrième pouvoir,Le quatrième pouvoir,1,2205038680,Science-Fiction,"Gimenez, Juan","Gimenez, Juan",Dargaud,1989-05-01
Le quatrième pouvoir,Meurtres sur Antiplona,2,2731616229,Science-Fiction,"Gimenez, Juan","Gimenez, Juan",Les Humanoïdes Associés,2004-11-01
Le quatrième pouvoir,Enfer vert,3,2731617950,Science-Fiction,"Gimenez, Juan","Gimenez, Juan",Les Humanoïdes Associés,2006-05-31
Le régulateur,Ambrosia,1,284055688X,Fantastique-Etrange,"Corbeyran, Éric","Moreno, Marc",Delcourt,2002-01-25
Le régulateur,Hestia,2,2840558203,Fantastique-Etrange,"Corbeyran, Éric","Moreno, Marc",Delcourt,2004-05-19
Le régulateur,Ophidia,3,2756002631,Fantastique-Etrange,"Corbeyran, Éric","Moreno, Marc",Delcourt,2006-06-14
Le régulateur,666 I.A.,4,,Fantastique-Etrange,"Corbeyran, Éric","Moreno, Eric",Delcourt,2009-12-02
Le régulateur,Cordelia,5,,Fantastique-Etrange,"Corbeyran, Éric","Moreno, Eric",Delcourt,2012-08-29
Le retour à la terre,La vraie vie,1,2205053213,Humour,"Ferri, Jean-Yves","Larcenet, Manu",Dargaud,2002-10-01
Le seigneur d'ombre,Le grimoire d'Haleth,1,2845654138,Héroic - Fantasy,"Istin, Jean-Luc",Dim D,Soleil Productions,2003-06-01
Le silence de la Terre,Visionary Reality,1,2731661402,Science-Fiction,"Ploy, Anne",Damour,Les Humanoïdes Associés,2002-08-01
Le silence de la Terre,Funny War,2,2731662808,Science-Fiction,"Ploy, Anne","Di Bernardo, Giuseppe",Les Humanoïdes Associés,2006-12-05
Le Singe Et La ...,Le singe et la sirène,1,2203389818,Romans Graphiques,"Angeli, Eliane","Dumontheuil, Nicolas",Casterman,2001-10-01
Le sourire du clown,"Le sourire du clown, Tome 1",1,2754800026,Drame,"Brunschwig, Luc","Hirn, Laurent",Futuropolis,2005-11-22
Le syndrome d'Abel,Exil,1,,Aventures Fantastiques,"Dorison, Xavier","Marazano, Richard",Glénat,2008-11-26
Le syndrome d'Abel,Kôma,2,,Aventures Fantastiques,"Dorison, Xavier","Marazano, Richard",Glénat,2015-02-11
Le syndrome de Caïn,Projet cold fusion,1,2849467073,Aventures Fantastiques,"Tackian, Nicolas",Red,Soleil Productions,2007-01-23
Le syndrome de Caïn,Le conseil des ombres,2,2849469416,Aventures Fantastiques,"Tackian, Nicolas",Red,Soleil Productions,2007-09-26
Le syndrome de Caïn,Les frères d'Enoch,3,2302000676,Aventures Fantastiques,"Tackian, Nicolas",Red,Soleil Productions,2008-01-23
Le syndrome de Caïn,La rose et la croix,4,2302002334,Aventures Fantastiques,"Tackian, Nicolas","Mutti, Andrea",Soleil Productions,2008-07-23
Le syndrome de Caïn,Le cartel,5,,Aventures Fantastiques,"Tackian, Nicolas","Mutti, Andrea",Soleil Productions,2009-01-28
Le syndrome de Caïn,L'oeuvre au noir,6,,Aventures Fantastiques,"Tackian, Nicolas","Mutti, Andrea",Soleil Productions,2009-10-28
Le triangle secret,Le testament du fou,1,2723430189,Aventures Historiques,"Convard, Didier","Falque, Denis",Glénat,2000-04-01
Le triangle secret,Le jeune homme au suaire,2,2723431010,Aventures Historiques,"Convard, Didier","Falque, Denis",Glénat,2000-11-01
Le triangle secret,De cendre et d'or,3,2723433226,Aventures Historiques,"Convard, Didier","Falque, Denis",Glénat,2001-04-01
Le triangle secret,L'évangile oublié,4,2723434753,Aventures Historiques,"Convard, Didier","Falque, Denis",Glénat,2001-11-01
Le triangle secret,L'infâme mensonge,5,2723434982,Aventures Historiques,"Convard, Didier","Falque, Denis",Glénat,2002-04-01
Le triangle secret,La parole perdue,6,2723437353,Aventures Historiques,"Convard, Didier","Falque, Denis",Glénat,2002-11-01
Le triangle secret,L'imposteur,7,2723438295,Aventures Historiques,"Convard, Didier",Collectif,Glénat,2003-03-01
Le troisième testament,Marc ou le réveil du lion,1,2723423255,Aventures Fantastiques,"Dorison, Xavier","Alice, Alex",Glénat,1997-06-01
Le troisième testament,Matthieu ou le visage de l'ange,2,2723426599,Aventures Fantastiques,"Dorison, Xavier","Alice, Alex",Glénat,1998-11-01
Le troisième testament,Luc ou le souffle du taureau,3,2723430006,Aventures Fantastiques,"Dorison, Xavier","Alice, Alex",Glénat,2000-11-01
Le troisième testament,Jean ou le jour du corbeau,4,2723437329,Aventures Fantastiques,"Dorison, Xavier","Alice, Alex",Glénat,2003-06-11
Le voleur de souhaits,Le voleur de souhaits,,,Jeunesse,"Clément, Loïc","Gatignol, Bertrand",Delcourt,2017-04-19
Le voyage extraordinaire,"Le voyage extraordinaire, Tome 1",1,2749306132,Aventures Fantastiques,"Filippi, Denis-Pierre","Camboni, Sylvio",Vents d'Ouest,2012-04-04
Le voyage extraordinaire,"Le voyage extraordinaire, Tome 2",2,,Aventures Fantastiques,"Filippi, Denis-Pierre","Camboni, Sylvio",Vents d'Ouest,2013-03-20
Le voyage extraordinaire,"Le voyage extraordinaire, Tome 3",3,,Aventures Fantastiques,"Filippi, Denis-Pierre","Camboni, Sylvio",Vents d'Ouest,2014-04-16
Le voyage extraordinaire,"Le voyage extraordinaire, Tome 4",4,,Aventures Fantastiques,"Filippi, Denis-Pierre","Camboni, Sylvio",Glénat,2016-04-20
Léa Parker,Victime de la mode,1,291512714X,Polar-Thriller,"Benes, Ed",Allam,M6 éditions,2005-09-01
Légende,L'enfant loup,1,2845654650,Fantastique-Etrange,"Swolfs, Yves","Swolfs, Yves",Soleil Productions,2003-05-01
Légende,Les forêts profondes,2,2845657927,Fantastique-Etrange,"Swolfs, Yves","Swolfs, Yves",Soleil Productions,2004-12-07
Légende,La grande battue,3,2849463817,Fantastique-Etrange,"Swolfs, Yves","Swolfs, Yves",Soleil Productions,2006-04-26
Légende,Le maître des songes,4,,Fantastique-Etrange,"Swolfs, Yves","Swolfs, Yves",Soleil Productions,2008-10-22
Légende,Hauteterres,5,,Fantastique-Etrange,"Swolfs, Yves","Swolfs, Yves",Soleil Productions,2011-02-23
Léonard,Le poids du génie,14,2205031201,Humour,"De Groot, Bob",Turk,Dargaud,1986-10-01
Les 3 petits cochons,"Les 3 petits cochons, Tome 1",1,2848101210,Humour,"Morinière, Aurélien",Tarek,Emmanuel Proust Editions,2006-01-19
Les 5 Terres,De toutes mes forces,1,,Héroic - Fantasy,Lewelyn,"Lereculey, Jérôme",Delcourt,2019-09-11
Les 5 Terres,Quelqu'un de vivant,2,,Héroic - Fantasy,Lewelyn,"Lereculey, Jérôme",Delcourt,2020-01-08
Les 5 Terres,L'amour d'un imbécile,3,,Héroic - Fantasy,Lewelyn,"Lereculey, Jérôme",Delcourt,2020-06-03
Les 5 Terres,La même férocité,4,,Héroic - Fantasy,Lewelyn,"Lereculey, Jérôme",Delcourt,2020-09-30
Les aventuriers du NHL2987 Survivaure,Le cycle des krygonites C.1,1,2913714900,Humour,"Guillois, Franck","Poinsot, Marion",Clair de Lune,2006-05-01
Les aventuriers du NHL2987 Survivaure,Le cycle des krygonites C.2,2,,Humour,"Guillois, Franck","Poinsot, Marion",Clair de Lune,2007-05-01
Les blagues de Toto,Le savant fou rire,15,,Humour,"Coppée, Thierry","Coppée, Thierry",Delcourt,2018-11-14
Les carnets de Cerise,Le zoo pétrifié,1,,Aventures Fantastiques,"Chamblain, Joris","Neyret, Aurélie",Soleil Productions,2012-09-26
Les carnets du gueuloir,Jos,1,2914401647,Romans Graphiques,Oliv',Poulos,petit à petit,2003-05-01
Les chroniques de Sillage,"Les chroniques de Sillage, Tome 1",1,2847893342,Science-Fiction,"Morvan, Jean-David",Collectif,Delcourt,2004-05-19
Les chroniques de Sillage,"Les chroniques de Sillage, Tome 2",2,2847897186,Science-Fiction,"Morvan, Jean-David",Collectif,Delcourt,2005-03-23
Les chroniques de Sillage,"Les chroniques de Sillage, Tome 3",3,2847898298,Science-Fiction,"Morvan, Jean-David",Collectif,Delcourt,2006-02-22
Les chroniques de Sillage,"Les chroniques de Sillage, Tome 4",4,2756001694,Science-Fiction,"Morvan, Jean-David",Collectif,Delcourt,2006-11-15
Les chroniques de Sillage,"Les chroniques de Sillage, Tome 5",5,2756003042,Science-Fiction,"Morvan, Jean-David",Collectif,Delcourt,2008-03-19
Les chroniques de Sillage,"Les chroniques de Sillage, Tome 6",6,2756003158,Science-Fiction,"Morvan, Jean-David",Collectif,Delcourt,2008-11-26
Les conquérants de Troy,Exil à Port-Fleuri,1,2845656866,Héroic - Fantasy,"Arleston, Christophe","Tota, Ciro",Soleil Productions,2005-05-25
Les conquérants de Troy,Eckmul le bûcheron,2,2302002091,Héroic - Fantasy,"Arleston, Christophe","Tota, Ciro",Soleil Productions,2008-10-22
Les contes de Brocéliande,La Dryade,1,284565779X,"Contes, légendes et mythes","Jarry, Nicolas",Collectif,Soleil Productions,2004-04-28
Les enfants de la résistance,Premières actions,1,,Historique,Dugomier,"Ers, Benoît",Le Lombard,2015-05-07
Les enfants de la résistance,Premières répressions,2,,Historique,Dugomier,"Ers, Benoît",Le Lombard,2016-03-18
Les enfants de la résistance,Les deux géants,3,,Historique,Dugomier,"Ers, Benoît",Le Lombard,2017-02-03
Les enfants de la résistance,L'escalade,4,,Historique,Dugomier,"Ers, Benoît",Le Lombard,2018-02-02
Les enfants de la résistance,Le pays divisé,5,,Historique,Dugomier,"Ers, Benoît",Le Lombard,2019-01-25
Les enfants de la résistance,Désobéir !,6,,Historique,Dugomier,"Ers, Benoît",Le Lombard,2020-01-24
Les enquêtes polar de Philippine Lomar,Scélérats qui rackettent,1,,Polar-Thriller,"Zay, Dominique","Blondin, Greg",Les éditions de la gouttière,2016-06-24
Les Femmes en blanc,Les femmes en blanc,1,2800111569,Humour,"Cauvin, Raoul","Bercovici, Philippe",Dupuis,1986-01-01
Les Femmes en blanc,Superpiquées,3,2800115173,Humour,"Cauvin, Raoul","Bercovici, Philippe",Dupuis,1987-09-01
Les Femmes en blanc,Piquées de grève,9,2800118989,Humour,"Cauvin, Raoul","Bercovici, Philippe",Dupuis,1992-03-01
Les Femmes en blanc,Le drain sifflera trois fois,17,2800125837,Humour,"Cauvin, Raoul","Bercovici, Philippe",Dupuis,1998-03-01
Les filles au chocolat,Coeur cerise,1,,Jeunesse,"Grisseaux, Véronique",Sebastien,Jungle,2014-11-12
Les gardiens du globe,Assiégés,1,,Comics Super-héros,"Kirkman, Robert","Anka, Kris",Delcourt,2014-10-22
Les gardiens du globe,Durs à cuire,2,,Comics Super-héros,"Kirkman, Robert","Nauck, Todd",Delcourt,2015-04-01
Les gardiens du globe,Terrain miné,3,,Comics Super-héros,"Kirkman, Robert","Nauck, Todd",Delcourt,2015-05-25
Les guides en BD,Le guide du jeune couple,1,2869672500,Humour,"Goupil, Jacky",Tybo,Vents d'Ouest,1993-08-01
Les guides en BD,Le guide de la retraite,9,2869676107,Humour,"Goupil, Jacky",Tybo,Vents d'Ouest,1997-08-01
Les guides en BD,Le guide de la trentaine,11,2869676891,Humour,Boublin,Marceau,Vents d'Ouest,1998-02-01
Les larmes de pourpre,Le domaine maléfique,1,2872652442,Fantastique-Etrange,"Dupriez, Jean-Louis","Speltens, Olivier",P&T Productions,2003-05-01
Les Légendaires,La pierre de Jovénia,1,2847894500,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2004-08-25
Les Légendaires,Le Gardien,2,2847894772,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2004-11-17
Les Légendaires,Frères ennemis,3,2847897615,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2005-05-11
Les Légendaires,Le réveil du Kréa-Kaos,4,2847899219,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2005-10-01
Les Légendaires,Coeur du passé,5,2756000906,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2006-03-08
Les Légendaires,Main du futur,6,2756002925,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2006-10-04
Les Légendaires,Aube et crépuscule,7,2756005320,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2007-03-07
Les Légendaires,Griffes et plumes,8,2756005819,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2007-10-24
Les Légendaires,Le cycle d'Anathos : L'Alystory,9,2756011797,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2008-09-10
Les Légendaires,Le cycle d'Anathos : La marque du destin,10,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2009-03-04
Les Légendaires,Le cycle d'Anathos : Versus inferno,11,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2009-10-07
Les Légendaires,Le cycle d'Anathos : Renaissance,12,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2010-03-24
Les Légendaires,Sang royal,13,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2010-11-03
Les Légendaires,L'héritage du mal,14,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2011-10-26
Les Légendaires,Amour mortel,15,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2012-10-24
Les Légendaires,L'éternité ne dure qu'un temps,16,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2013-10-16
Les Légendaires,L'exode de Kalandre,17,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2014-10-22
Les Légendaires,La fin de l'histoire ?,18,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2015-09-30
Les Légendaires,World without : Artémus le légendaire,19,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2016-10-26
Les Légendaires,World without : Le royaume des larmes,20,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2017-10-04
Les Légendaires,La bataille du néant,21,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2018-10-31
Les Légendaires,Les Eveillés,22,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2019-10-09
Les Légendaires,Les cicatrices du monde,23,,Héroic - Fantasy,"Sobral, Patrick","Sobral, Patrick",Delcourt,2020-10-14
Les Légendaires - Origines,Danaël,1,,Jeunesse,"Sobral, Patrick",Nadou,Delcourt,2012-05-09
Les Légendaires - Origines,Jadina,2,,Jeunesse,"Sobral, Patrick",Nadou,Delcourt,2013-06-05
Les Légendaires - Origines,Gryfenfer,3,,Jeunesse,"Sobral, Patrick",Nadou,Delcourt,2014-06-25
Les Légendaires - Origines,Shimy,4,,Jeunesse,"Sobral, Patrick",Nadou,Delcourt,2015-11-25
Les Légendaires - Origines,Razzia,5,,Jeunesse,"Sobral, Patrick",Jenny,Delcourt,2018-06-20
Les légendaires - Parodia,Héros en délire !,1,,Parodie,"Sobral, Patrick","Jung, Jessica",Delcourt,2016-04-20
Les légendaires - Parodia,Vous trouvez çà drôle ?,2,,Parodie,"Sobral, Patrick","Jung, Jessica",Delcourt,2017-02-22
Les légendaires - Parodia,Gagastrophique !,3,,Parodie,"Sobral, Patrick","Jung, Jessica",Delcourt,2017-12-13
Les légendaires - Parodia,Raz-de-marrer,4,,Parodie,"Sobral, Patrick","Jung, Jessica",Delcourt,2018-11-28
Les Mythics,Yuko,1,,Jeunesse,Collectif,Jenny,Delcourt,2018-03-14
Les Mythics,Parvati,2,,Jeunesse,Collectif,"Picard, Alice",Delcourt,2018-06-06
Les Mythics,Amir,3,,Jeunesse,Collectif,"Ogaki, Philippe",Delcourt,2018-09-12
Les Mythics,Abigail,4,,Jeunesse,Collectif,Dara,Delcourt,2018-10-31
Les Mythics,Miguel,5,,Jeunesse,Collectif,"Alquié, Jérôme",Delcourt,2019-01-16
Les Mythics,Neo,6,,Jeunesse,Collectif,"Charve, Frédéric",Delcourt,2019-03-27
Les Mythics,Hong Kong,7,,Jeunesse,"Sobral, Patrick","Picard, Alice",Delcourt,2019-09-04
Les Mythics,Saint-Pétersbourg,8,,Jeunesse,Collectif,"Zimra, Rachel",Delcourt,2019-10-30
Les Mythics,Stonehenge,9,,Jeunesse,Collectif,"Alquié, Jérôme",Delcourt,2020-03-18
Les Mythics,Chaos,10,,Jeunesse,Collectif,Jenny,Delcourt,2020-08-19
Les naufragés d'Ythaq,Terra Incognita,1,2845659024,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2005-07-01
Les naufragés d'Ythaq,Ophyde la géminée,2,2845659911,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2005-11-20
Les naufragés d'Ythaq,Le soupir des étoiles,3,2849464937,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2006-06-28
Les naufragés d'Ythaq,L'ombre de Khengis,4,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2007-06-20
Les naufragés d'Ythaq,L'ultime arcane,5,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2007-12-12
Les naufragés d'Ythaq,La révolte des pions,6,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2008-09-24
Les naufragés d'Ythaq,La marque des Ythes,7,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2009-09-23
Les naufragés d'Ythaq,Le miroir des mensonges,8,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2010-10-27
Les naufragés d'Ythaq,L'impossible vérité,9,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2011-09-28
Les naufragés d'Ythaq,Nehorf-Capitol transit,10,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2012-09-26
Les naufragés d'Ythaq,L'haleine de l'ogre,11,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2013-09-25
Les naufragés d'Ythaq,Les clefs du néant,12,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2014-10-08
Les naufragés d'Ythaq,Glèbe la Singulière,13,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2015-11-18
Les naufragés d'Ythaq,Le joyau du génie,14,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2016-11-23
Les naufragés d'Ythaq,Imperator Express,15,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2018-09-26
Les naufragés d'Ythaq,Les assiégés de Glèbe,16,,Héroic - Fantasy,"Arleston, Christophe","Floch, Adrien",Soleil Productions,2019-09-18
Les p'tits diables,C' est pas nous !,2,2845658257,Jeunesse,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2004-04-28
Les p'tits diables,In-fer-naux !,3,2849460885,Jeunesse,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2005-02-18
Les p'tits diables,"Attention, frère stupide !",4,2849462462,Jeunesse,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2005-08-01
Les p'tits diables,Que du bonheur !,5,2849464864,Jeunesse,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2006-06-06
Les p'tits diables,Soeur à vendre,6,2849462047,Jeunesse,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2007-05-23
Les p'tits diables,De vrais p'tits anges !,7,2302001095,Jeunesse,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2008-03-26
Les p'tits diables,"Un frère, ça suffit !!!",8,2302004299,Jeunesse,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2008-09-24
Les p'tits diables,"Mon frère, c'est pas un cadeau !!!",11,,Jeunesse,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2010-11-24
